"","Fecha","Millones de dólares"
"992",2014-12-19,193217
"993",2014-12-26,193045
"994",2015-01-02,193088.4
"995",2015-01-09,193174.1
"996",2015-01-16,193251.4
"997",2015-01-23,192910.4
"998",2015-01-30,196010.5
"999",2015-02-06,195806.7
"1000",2015-02-13,195821.3
"1001",2015-02-20,195646.9
"1002",2015-02-27,195739.2
"1003",2015-03-06,194938.4
"1004",2015-03-13,195425.3
"1005",2015-03-20,195539.8
"1006",2015-03-27,195375.2
"1007",2015-04-01,195219
"1008",2015-04-10,194826.1
"1009",2015-04-17,195909.6
"1010",2015-04-24,195577
"1011",2015-04-30,195340.4
"1012",2015-05-08,195009.5
"1013",2015-05-15,194959.2
"1014",2015-05-22,194301.5
"1015",2015-05-29,193901
"1016",2015-06-05,193304.9
"1017",2015-06-12,193238
"1018",2015-06-19,193181.4
"1019",2015-06-26,192402.7
"1020",2015-07-03,192207.5
"1021",2015-07-10,191819.5
"1022",2015-07-17,191302.8
"1023",2015-07-24,190711.3
"1024",2015-07-31,190759.2
"1025",2015-08-07,189718.1
"1026",2015-08-14,188347
"1027",2015-08-21,187333.1
"1028",2015-08-28,185785.4
"1029",2015-09-04,184496.4
"1030",2015-09-11,183477.1
"1031",2015-09-18,182998.6
"1032",2015-09-25,181039.6
"1033",2015-10-02,180307.9
"1034",2015-10-09,179307.9
"1035",2015-10-16,178219.2
"1036",2015-10-23,176977.5
"1037",2015-10-30,175564.7
"1038",2015-11-06,174090.3
"1039",2015-11-13,173151.3
"1040",2015-11-20,172236.3
"1041",2015-11-27,171881.6
"1042",2015-12-04,171954.4
"1043",2015-12-11,172324.8
"1044",2015-12-18,174525.9
"1045",2015-12-24,176352.5
"1046",2015-12-31,176735.4
"1047",2016-01-08,175754.7
"1048",2016-01-15,175232
"1049",2016-01-22,174715.4
"1050",2016-01-29,175387.3
"1051",2016-02-05,174974.8
"1052",2016-02-12,174401.5
"1053",2016-02-19,174710.8
"1054",2016-02-26,176015.5
"1055",2016-03-04,176097.5
"1056",2016-03-11,176093.8
"1057",2016-03-18,176939.1
"1058",2016-03-23,176665.1
"1059",2016-04-01,177476.4
"1060",2016-04-08,177675.8
"1061",2016-04-15,177664.6
"1062",2016-04-22,177651.8
"1063",2016-04-29,177968.8
"1064",2016-05-06,177731.3
"1065",2016-05-13,177652.8
"1066",2016-05-20,177323.1
"1067",2016-05-27,176994.4
"1068",2016-06-03,177300.1
"1069",2016-06-10,177371.2
"1070",2016-06-17,177291.1
"1071",2016-06-24,177334.9
"1072",2016-07-01,177578.6
"1073",2016-07-08,177512.9
"1074",2016-07-15,177315.4
"1075",2016-07-22,177104.6
"1076",2016-07-29,177388.6
"1077",2016-08-05,176607.2
"1078",2016-08-12,176628.1
"1079",2016-08-19,176519.3
"1080",2016-08-26,176348.3
"1081",2016-09-02,176336.6
"1082",2016-09-09,176302
"1083",2016-09-15,175868.9
"1084",2016-09-23,175934.6
"1085",2016-09-30,175831.3
"1086",2016-10-07,175353.6
"1087",2016-10-14,175218.8
"1088",2016-10-21,175229.6
"1089",2016-10-28,175091.4
"1090",2016-11-04,175268
"1091",2016-11-11,174497.6
"1092",2016-11-18,174138.6
"1093",2016-11-25,174077.8
"1094",2016-12-02,174064.3
"1095",2016-12-09,176656.3
"1096",2016-12-16,176245.8
"1097",2016-12-23,176284.2
"1098",2016-12-30,176541.5
"1099",2017-01-06,174725.6
"1100",2017-01-13,174901.7
"1101",2017-01-20,174695.4
"1102",2017-01-27,174791.4
"1103",2017-02-03,174953.3
"1104",2017-02-10,174948
"1105",2017-02-17,174978.1
"1106",2017-02-24,175145.4
"1107",2017-03-03,174661.1
"1108",2017-03-10,174524.1
"1109",2017-03-17,174825
"1110",2017-03-24,175014.8
"1111",2017-03-31,174930.5
"1112",2017-04-07,174998.2
"1113",2017-04-12,174969.1
"1114",2017-04-21,175022.5
"1115",2017-04-28,175010.5
"1116",2017-05-05,174844.6
"1117",2017-05-12,174869.5
"1118",2017-05-19,175078.5
"1119",2017-05-26,175138.1
"1120",2017-06-02,174693.8
"1121",2017-06-09,174576.7
"1122",2017-06-16,174504
"1123",2017-06-23,174506.2
"1124",2017-06-30,174245.5
"1125",2017-07-07,173931.4
"1126",2017-07-14,173877.1
"1127",2017-07-21,173621.2
"1128",2017-07-28,173360.1
"1129",2017-08-04,173210.6
"1130",2017-08-11,173129.4
"1131",2017-08-18,173062.4
"1132",2017-08-25,173032
"1133",2017-09-01,173247.5
"1134",2017-09-08,173575.3
"1135",2017-09-15,173370.4
"1136",2017-09-22,173276.3
"1137",2017-09-29,173031.2
"1138",2017-10-06,172872.5
"1139",2017-10-13,173185.6
"1140",2017-10-20,172984.7
"1141",2017-10-27,172819.8
"1142",2017-11-03,172765.1
"1143",2017-11-10,172802.6
"1144",2017-11-17,172671.8
"1145",2017-11-24,172749.1
"1146",2017-12-01,172581
"1147",2017-12-08,172408.9
"1148",2017-12-15,172538.9
"1149",2017-12-22,172464.7
"1150",2017-12-29,172801.8
"1151",2018-01-05,172904.4
"1152",2018-01-12,172951.2
"1153",2018-01-19,173021.5
"1154",2018-01-26,173194.6
"1155",2018-02-02,172990.7
"1156",2018-02-09,172796.8
"1157",2018-02-16,173024.2
"1158",2018-02-23,172910.3
"1159",2018-03-02,173004.5
"1160",2018-03-09,172992.7
"1161",2018-03-16,173033.6
"1162",2018-03-23,173220
"1163",2018-03-28,173231.6
"1164",2018-04-06,173276.7
"1165",2018-04-13,173397.1
"1166",2018-04-20,173256.5
"1167",2018-04-27,173068.4
"1168",2018-05-04,173060
"1169",2018-05-11,173111.4
"1170",2018-05-18,172912.9
"1171",2018-05-25,173118
"1172",2018-06-01,173249.9
"1173",2018-06-08,173275.7
"1174",2018-06-15,173172.1
"1175",2018-06-22,173177.4
"1176",2018-06-29,173211.4
"1177",2018-07-06,173362.4
"1178",2018-07-13,173295.9
"1179",2018-07-20,173272.9
"1180",2018-07-27,173238.1
"1181",2018-08-03,173287
"1182",2018-08-10,173351.4
"1183",2018-08-17,173329
"1184",2018-08-24,173569.5
"1185",2018-08-31,173606.1
"1186",2018-09-07,173516.2
"1187",2018-09-14,173554.3
"1188",2018-09-21,173568.4
"1189",2018-09-28,173566.1
"1190",2018-10-05,173391.2
"1191",2018-10-12,173649.4
"1192",2018-10-19,173634.8
"1193",2018-10-26,173582.4
"1194",2018-11-01,173632.9
"1195",2018-11-09,173560.8
"1196",2018-11-16,173851.4
"1197",2018-11-23,173907.4
"1198",2018-11-30,173775.3
"1199",2018-12-07,174118
"1200",2018-12-14,174081.1
"1201",2018-12-21,174393.7
"1202",2018-12-28,174609.1
"1203",2019-01-04,174937.4
"1204",2019-01-11,175091
"1205",2019-01-18,175029.4
"1206",2019-01-25,175155.9
"1207",2019-02-01,175522.9
"1208",2019-02-08,175511
"1209",2019-02-15,175500.7
"1210",2019-02-22,175693.9
"1211",2019-03-01,175646.3
"1212",2019-03-08,175767.4
"1213",2019-03-15,176045.1
"1214",2019-03-22,176475.9
"1215",2019-03-29,176648.6
"1216",2019-04-05,176466.3
"1217",2019-04-12,176465
"1218",2019-04-17,176455.2
"1219",2019-04-26,176660.7
"1220",2019-05-03,176695.7
"1221",2019-05-10,176924.2
"1222",2019-05-17,177090.9
"1223",2019-05-24,177322.3
"1224",2019-05-31,177855.9
"1225",2019-06-07,178290.6
"1226",2019-06-14,178298.7
"1227",2019-06-21,178601.2
"1228",2019-06-28,178867.6
"1229",2019-07-05,178739.5
"1230",2019-07-12,178754.8
"1231",2019-07-19,179020.2
"1232",2019-07-26,178920.9
"1233",2019-08-02,179397.3
"1234",2019-08-09,179814.8
"1235",2019-08-16,180243
"1236",2019-08-23,180263.4
"1237",2019-08-30,180377
"1238",2019-09-06,180456
"1239",2019-09-13,179747.1
"1240",2019-09-20,180019.2
"1241",2019-09-27,180212.6
"1242",2019-10-04,180796.1
"1243",2019-10-11,180324.1
"1244",2019-10-18,180461.9
"1245",2019-10-25,180432.5
"1246",2019-11-01,180727.5
"1247",2019-11-08,180277.8
"1248",2019-11-15,180566.9
"1249",2019-11-22,180557.2
"1250",2019-11-29,180597.3
"1251",2019-12-06,180469.4
"1252",2019-12-13,180616.4
"1253",2019-12-20,180512.3
"1254",2019-12-27,180749.5
"1255",2020-01-03,181177.1
"1256",2020-01-10,181132.9
"1257",2020-01-17,181210.3
"1258",2020-01-24,182402.5
"1259",2020-01-31,182796.4
"1260",2020-02-07,182602.9
"1261",2020-02-14,182659.7
"1262",2020-02-21,183336.9
"1263",2020-02-28,184249.6
"1264",2020-03-06,185570.9
"1265",2020-03-13,184619
"1266",2020-03-20,184174.5
"1267",2020-03-27,185508.5
"1268",2020-04-03,185556.9
"1269",2020-04-08,185617.6
"1270",2020-04-17,185942.8
"1271",2020-04-24,186128.2
"1272",2020-04-30,186655.4
"1273",2020-05-08,186642.7
"1274",2020-05-15,186921.9
"1275",2020-05-22,187171.8
"1276",2020-05-29,187315.6
"1277",2020-06-05,187247.2
"1278",2020-06-12,188105.2
"1279",2020-06-19,188276.6
"1280",2020-06-26,188941.5
"1281",2020-07-03,190546.3
"1282",2020-07-10,191121.8
"1283",2020-07-17,191468.4
"1284",2020-07-24,192292.2
"1285",2020-07-31,192605.6
"1286",2020-08-07,192653.7
"1287",2020-08-14,192531
"1288",2020-08-21,193130.3
"1289",2020-08-28,193267.1
"1290",2020-09-04,193250.6
"1291",2020-09-11,193315.5
"1292",2020-09-18,193795.8
"1293",2020-09-25,193883.1
"1294",2020-10-02,193991.1
"1295",2020-10-09,194026
"1296",2020-10-16,194029.3
"1297",2020-10-23,194471
"1298",2020-10-30,194351.1
"1299",2020-11-06,194698.3
"1300",2020-11-13,194360.8
"1301",2020-11-20,194379.8
"1302",2020-11-27,194287.8
"1303",2020-12-04,194359.1
"1304",2020-12-11,195340.6
"1305",2020-12-18,195441.2
"1306",2020-12-24,195479.1
"1307",2020-12-31,195667.2
"1308",2021-01-08,195517.8
"1309",2021-01-15,195438.1
"1310",2021-01-22,195957.2
"1311",2021-01-29,195946.1
"1312",2021-02-05,195726.3
"1313",2021-02-12,195812.1
"1314",2021-02-19,195609.5
"1315",2021-02-26,195269.5
"1316",2021-03-05,195056.8
"1317",2021-03-12,194973.5
