id,anio,trimestre,mes,no_registro,tipo_deuda,detalle_tipo_deuda,acreedor,concepto,inicio_credito,fin_credito,dias_contrato,dias_restantes_contrato,disposicion_inicial_credito,colocacion_periodo,amortizaciones_periodo,intereses_periodo,pago_servicio_deuda,saldo_periodo,endeudamiento_periodo,tasa,sobretasa,tasa_final
40,2019,1,Marzo,260/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  4,806",17/10/07,26/10/37,10967,6784,4806995489,0,5529106.05,103669736.1,109198842.1,4699130720,-5529106.05,TIIE,0.35,TIIE+0.35
41,2019,1,Marzo,261/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  4,459",17/10/07,25/10/40,12062,7879,4459000000,0,8424811.23,93913013.59,102337824.8,4257438470,-8424811.23,TIIE,0.35,TIIE+0.35
42,2019,1,Marzo,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15,25/09/15,18/09/20,1820,537,1382000000,0,0,27839622.22,29129488.87,1382000000,0,TIIE,0.12,TIIE+0.12
43,2019,1,Marzo,P09-1012161,Largo Plazo,Bonos Cup贸n Cero,BANOBRAS,BANOBRAS 196,07/11/13,25/11/32,6958,4988,196783977,0,0,4174116.13,4174116.13,196783977,0,7.7,0.88,8.58
44,2019,1,Marzo,P09-1014157,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 14,03/11/14,21/10/24,3640,2031,2500000000,0,0,0,0,2500000000,0,6.42,,6.42
45,2019,1,Marzo,P09-1112186,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 12,30/11/12,12/11/27,5460,3148,2500000000,0,0,0,0,2500000000,0,6.85,,6.85
46,2019,1,Marzo,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 145,31/12/12,25/11/27,5442,3161,145773291.7,0,2618681.88,1571823.07,4190504.95,90780972.26,-2618681.88,5.96,0.91,6.87
47,2019,1,Marzo,P09-1214244,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,949",31/12/14,26/11/29,5444,3893,1949386371,0,37730058.81,36087893.56,73817952.37,1609815842,-37730058.81,TIIE,0.36,TIIE+0.36
48,2019,1,Marzo,P09-1215162,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,000",29/12/15,26/12/25,3650,2462,1000000000,0,13888888.89,18786744.24,32675633.13,837180494.8,-13888888.89,TIIE,0.41,TIIE+0.41
49,2019,1,Marzo,P09-1216054,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 16V,09/12/16,03/12/21,1820,978,1000000000,0,0,27805555.56,28785555.57,1000000000,0,TIIE,0.42,TIIE+0.42
50,2019,1,Marzo,P09-1216083,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-7",30/12/16,26/12/23,2552,1731,3000000000,0,125000000,46389340.27,171389340.3,2375000000,-125000000,7.63,,7.63
51,2019,1,Marzo,P09-1217133,Largo Plazo,Banca Comercial,HSBC,"HSBC 2,500",29/12/17,26/12/24,2554,2097,2500000000,0,89285714.28,38983680.55,128269394.8,2053571429,-89285714.28,7.46,,7.46
52,2019,2,Junio,225/2007,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 7000,31/08/07,27/08/40,12050,7729,7000000000,0,29119959.16,144212999.7,173332958.9,6313524231,-29119959.16,8.91,,8.91
53,2019,2,Junio,226/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 4,700",31/08/07,27/07/37,10923,6602,4700000000,0,5996937.34,104362457.6,110359394.9,4594751946,-5996937.34,8.8,,8.8
54,2019,2,Junio,233/2007,Largo Plazo,Banca Comercial,HSBC,"HSBC 7,000",07/09/07,25/09/47,14628,10314,7000000000,0,0,161654305.6,161654305.6,7000000000,0,TIIE,0.53,TIIE+0.53
55,2019,2,Junio,262/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,000",17/10/07,25/10/47,14618,10344,4000000000,0,0,92347633.34,92347633.34,4000000000,0,TIIE,0.53,TIIE+0.53
56,2019,2,Junio,721/2011,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 1,500",29/12/11,28/12/26,5478,2738,1500000000,0,20209581,16901387.21,37110968.21,974550894,-20209581,TIIE,TIIE-1.815,TIIE+TIIE-1.815
57,2019,2,Junio,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15,25/09/15,18/09/20,1820,446,1382000000,0,230333333.3,37105164.44,267470744.5,1151666667,-230333333.3,TIIE,0.12,TIIE+0.12
58,2019,2,Junio,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15-2,25/09/15,12/09/25,3640,2266,2500000000,0,0,0,0,2500000000,0,6.7,,6.7
59,2019,2,Junio,P09-1012161,Largo Plazo,Bonos Cup贸n Cero,BANOBRAS,BANOBRAS 196,07/11/13,25/11/32,6958,4897,196783977,0,0,4314816.67,4314816.67,196783977,0,7.7,0.88,8.58
60,2019,2,Junio,P09-1012161,Largo Plazo,Bonos Cup贸n Cero,BANOBRAS,"BANOBRAS 2,138",12/11/12,25/11/32,7318,4897,2138648319,0,0,43559513.72,43559513.72,2138648319,0,7.09,0.88,7.97
61,2019,2,Junio,P09-1012161,Largo Plazo,Bonos Cup贸n Cero,BANOBRAS,BANOBRAS 294,30/11/12,25/11/32,7300,4897,294874160,0,0,5953181.66,5953181.66,294874160,0,7.02,0.88,7.9
62,2019,2,Junio,P09-1112186,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 12,30/11/12,12/11/27,5460,3057,2500000000,0,0,86576388.89,86576388.89,2500000000,0,6.85,,6.85
63,2019,2,Junio,P09-1213198,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 3,500",31/12/13,26/12/23,3647,1640,3500000000,0,109375000,32611037.62,141986037.6,1968750000,-109375000,5.74,,5.74
64,2019,2,Junio,P09-1214242,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 2500,26/12/14,26/12/24,3653,2006,2500000000,0,78125000.01,26029730.91,104154730.9,1718750000,-78125000.01,5.75,,5.75
65,2019,2,Junio,P09-1215162,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,000",29/12/15,26/12/25,3650,2371,1000000000,0,13888888.89,18968033.17,32856922.06,823291605.9,-13888888.89,TIIE,0.41,TIIE+0.41
66,2019,2,Junio,P09-1216054,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 16V,09/12/16,03/12/21,1820,887,1000000000,0,0,20821111.12,20821111.12,1000000000,0,TIIE,0.42,TIIE+0.42
67,2019,2,Junio,P09-1217133,Largo Plazo,Banca Comercial,HSBC,"HSBC 2,500",29/12/17,26/12/24,2554,2006,2500000000,0,89285714.28,38595138.89,127880853.2,1964285714,-89285714.28,7.46,,7.46
68,2019,2,Junio,P09-1218138,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 2,400",31/12/18,26/12/28,3648,3467,2400000000,0,0,58573333.33,58573333.33,2400000000,0,9.55,,9.55
69,2019,3,Septiembre,145/2010,Largo Plazo,Mercado de Capitales,CI BANCO,BONO GDFCB 10-2,25/06/10,12/06/20,3640,256,2520951200,0,0,0,0,2520951200,0,7.9,,7.9
70,2019,3,Septiembre,224/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,457",30/08/07,27/07/37,10924,6510,3457974221,0,4641050.16,75726143.29,80367193.45,3375898052,-4641050.16,TIIE,0.35,TIIE+0.35
71,2019,3,Septiembre,226/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 4,700",31/08/07,27/07/37,10923,6510,4700000000,0,6308009.96,104223062.9,110531072.9,4588443936,-6308009.96,8.8,,8.8
72,2019,3,Septiembre,329/2007,Largo Plazo,Mercado de Capitales,CI BANCO,BONO GDFCB 07,17/12/07,22/11/27,7280,2975,575000000,0,0,0,0,575000000,0,8.65,,8.65
73,2019,3,Septiembre,513/2008,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  1,914",26/12/08,25/10/19,3955,25,1914680897,0,51097322.01,403409.1,51500731.11,0,-51097322.01,TIIE,0.97,TIIE+0.97
74,2019,3,Septiembre,562/2010,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  1,499",28/12/10,25/10/40,10894,7696,1499069398,0,9027777.9,27485464.7,36513242.6,1171986064,-9027777.9,9.13,,9.13
75,2019,3,Septiembre,P09-0917056,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 17X,19/09/17,07/03/28,3822,3081,2000000000,0,0,76844444.44,76844444.44,2000000000,0,7.6,,7.6
76,2019,3,Septiembre,P09-1118104,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 18V,21/11/18,08/11/28,3640,3327,1100000000,0,0,0,0,1100000000,0,9.93,,9.93
77,2019,3,Septiembre,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,954",28/12/12,25/11/27,5445,2978,1954226708,0,35105869.02,20574639.68,55680508.7,1146791721,-35105869.02,5.97,0.91,6.88
78,2019,3,Septiembre,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 145,31/12/12,25/11/27,5442,2978,145773291.7,0,2618681.88,1532510.84,4151192.72,85543608.5,-2618681.88,5.96,0.91,6.87
79,2019,3,Septiembre,P09-1213189,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,024",31/12/13,25/10/23,3585,1486,1024317877,0,38703850.98,14814894.77,53518745.75,637350045.2,-38703850.98,TIIE,0.32,TIIE+0.32
80,2019,3,Septiembre,P09-1213198,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 3,500",31/12/13,26/12/23,3647,1548,3500000000,0,109375000,30405445.89,139780445.9,1859375000,-109375000,5.74,,5.74
81,2019,3,Septiembre,P09-1214242,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 2500,26/12/14,26/12/24,3653,1914,2500000000,0,78125000.01,24873408.56,102998408.6,1640625000,-78125000.01,5.75,,5.75
82,2019,3,Septiembre,P09-1215162,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,000",29/12/15,26/12/25,3650,2279,1000000000,0,13888888.89,18475159.6,32364048.49,809402717,-13888888.89,TIIE,0.41,TIIE+0.41
83,2019,3,Septiembre,P09-1215163,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 3,500",30/12/15,26/12/22,2553,1183,3500000000,0,175000000,53792987.5,228792987.5,2275000000,-175000000,TIIE,0.38,TIIE+0.38
84,2019,3,Septiembre,P09-1216083,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-7",30/12/16,26/12/23,2552,1548,3000000000,0,125000000,43060046.3,168060046.3,2125000000,-125000000,7.63,,7.63
85,2019,3,Septiembre,P09-1217133,Largo Plazo,Banca Comercial,HSBC,"HSBC 2,500",29/12/17,26/12/24,2554,1914,2500000000,0,89285714.28,36880621.69,126166336,1875000000,-89285714.28,7.46,,7.46
86,2019,3,Septiembre,P09-1217134,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,378",29/12/17,27/12/32,5477,4837,1378859929,0,22980998.82,27612315.69,50593314.51,1217992937,-22980998.82,TIIE,0.34,TIIE+0.34
87,2019,3,Septiembre,P09-1218138,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 2,400",31/12/18,26/12/28,3648,3375,2400000000,0,0,58573333.33,58573333.33,2400000000,0,9.55,,9.55
88,2019,3,Septiembre,P09-1218139,Largo Plazo,Banca Comercial,HSBC,"HSBC 1,170",31/12/18,26/12/28,3648,3375,1170915400,0,0,28935921.56,28935921.56,1170915400,0,9.67,,9.67
89,2019,4,Diciembre,233/2007,Largo Plazo,Banca Comercial,HSBC,"HSBC 7,000",07/09/07,25/09/47,14628,10130,7000000000,0,0,631507586.1,631507586.1,7000000000,0,TIIE,0.53,TIIE+0.53
90,2019,4,Diciembre,261/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  4,459",17/10/07,25/10/40,12062,7604,4459000000,0,35420169.89,375400961,410821130.9,4230443111,-35420169.89,TIIE,0.35,TIIE+0.35
91,2019,4,Diciembre,514/2008,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS  175,24/12/09,27/11/28,6913,3254,174978799.6,0,9687716.64,8102993.51,17790710.15,86382139.73,-9687716.64,TIIE,0.35,TIIE+0.35
92,2019,4,Diciembre,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15,25/09/15,18/09/20,1820,262,1382000000,0,0,118796720,120118833.3,460666666.6,0,TIIE,0.12,TIIE+0.12
93,2019,4,Diciembre,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15-2,25/09/15,12/09/25,3640,2082,2500000000,0,0,169361111.1,169361111.1,2500000000,0,6.7,,6.7
94,2019,4,Diciembre,P09-0917056,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 17X,19/09/17,07/03/28,3822,2989,2000000000,0,0,153688888.9,153688888.9,2000000000,0,7.6,,7.6
95,2019,4,Diciembre,P09-1012161,Largo Plazo,Bonos Cup贸n Cero,BANOBRAS,"BANOBRAS 2,138",12/11/12,25/11/32,7318,4713,2138648319,0,0,172817636,172817636,2138648319,0,7.09,0.88,7.97
96,2019,4,Diciembre,P09-1112186,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 12,30/11/12,12/11/27,5460,2873,2500000000,0,0,173152777.8,173152777.8,2500000000,0,6.85,,6.85
97,2019,4,Diciembre,P09-1118104,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 18V,21/11/18,08/11/28,3640,3235,1100000000,0,0,110443666.7,110443666.7,1100000000,0,9.93,,9.93
98,2019,4,Diciembre,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,954",28/12/12,25/11/27,5445,2886,1954226708,0,140423476.1,82828579.31,223252055.4,1111685852,-140423476.1,5.97,0.91,6.88
99,2019,4,Diciembre,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 145,31/12/12,25/11/27,5442,2886,145773291.7,0,10474727.52,6169522.16,16644249.68,82924926.62,-10474727.52,5.96,0.91,6.87
100,2019,4,Diciembre,P09-1213189,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,024",31/12/13,25/10/23,3585,1394,1024317877,0,139682131.6,60234653.17,199916784.8,613779466.6,-139682131.6,TIIE,0.32,TIIE+0.32
101,2019,4,Diciembre,P09-1215162,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,000",29/12/15,26/12/25,3650,2187,1000000000,0,55555555.56,73499117.06,129054672.6,795513828.1,-55555555.56,TIIE,0.41,TIIE+0.41
102,2019,4,Diciembre,P09-1215163,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 3,500",30/12/15,26/12/22,2553,1091,3500000000,0,700000000,220185748,920185747.9,2100000000,-700000000,TIIE,0.38,TIIE+0.38
103,2019,4,Diciembre,P09-1216054,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 16V,09/12/16,03/12/21,1820,703,1000000000,0,0,89156666.68,90160000.03,1000000000,0,TIIE,0.42,TIIE+0.42
104,2019,4,Diciembre,P09-1216083,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-7",30/12/16,26/12/23,2552,1456,3000000000,0,500000000,175578310.2,675578310.2,2000000000,-500000000,7.63,,7.63
105,2019,4,Diciembre,P09-1218140,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-18",31/12/18,26/12/28,3648,3283,3000000000,0,0,273600000,273600000,3000000000,0,9.12,,9.12
106,2019,1,Marzo,145/2010,Largo Plazo,Mercado de Capitales,CI BANCO,BONO GDFCB 10-2,25/06/10,12/06/20,3640,439,2520951200,0,0,0,0,2520951200,0,7.9,,7.9
107,2019,1,Marzo,513/2008,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  1,914",26/12/08,25/10/19,3955,208,1914680897,0,38322991.5,2717520.93,41040512.43,89420313.51,-38322991.5,TIIE,0.97,TIIE+0.97
108,2019,1,Marzo,514/2008,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS  175,24/12/09,27/11/28,6913,3529,174978799.6,0,2421929.16,2100367.02,4522296.18,93647927.21,-2421929.16,TIIE,0.35,TIIE+0.35
