"","Fecha","Pesos por dólar"
"6425",2009-06-16,13.3997
"6426",2009-06-17,13.4523
"6427",2009-06-18,13.3525
"6428",2009-06-19,13.4698
"6429",2009-06-20,13.3694
"6430",2009-06-21,13.3694
"6431",2009-06-22,13.3694
"6432",2009-06-23,13.3248
"6433",2009-06-24,13.3782
"6434",2009-06-25,13.3187
"6435",2009-06-26,13.3051
"6436",2009-06-27,13.2778
"6437",2009-06-28,13.2778
"6438",2009-06-29,13.2778
"6439",2009-06-30,13.2023
"6440",2009-07-01,13.1812
"6441",2009-07-02,13.1722
"6442",2009-07-03,13.0972
"6443",2009-07-04,13.1695
"6444",2009-07-05,13.1695
"6445",2009-07-06,13.1695
"6446",2009-07-07,13.2428
"6447",2009-07-08,13.2547
"6448",2009-07-09,13.2724
"6449",2009-07-10,13.4333
"6450",2009-07-11,13.5758
"6451",2009-07-12,13.5758
"6452",2009-07-13,13.5758
"6453",2009-07-14,13.7052
"6454",2009-07-15,13.8105
"6455",2009-07-16,13.7645
"6456",2009-07-17,13.6526
"6457",2009-07-18,13.587
"6458",2009-07-19,13.587
"6459",2009-07-20,13.587
"6460",2009-07-21,13.3895
"6461",2009-07-22,13.3158
"6462",2009-07-23,13.2879
"6463",2009-07-24,13.2312
"6464",2009-07-25,13.1915
"6465",2009-07-26,13.1915
"6466",2009-07-27,13.1915
"6467",2009-07-28,13.2247
"6468",2009-07-29,13.2167
"6469",2009-07-30,13.2825
"6470",2009-07-31,13.2643
"6471",2009-08-01,13.2223
"6472",2009-08-02,13.2223
"6473",2009-08-03,13.2223
"6474",2009-08-04,13.2125
"6475",2009-08-05,13.1293
"6476",2009-08-06,13.1073
"6477",2009-08-07,13.105
"6478",2009-08-08,12.9926
"6479",2009-08-09,12.9926
"6480",2009-08-10,12.9926
"6481",2009-08-11,12.9349
"6482",2009-08-12,12.922
"6483",2009-08-13,12.9937
"6484",2009-08-14,12.997
"6485",2009-08-15,12.8658
"6486",2009-08-16,12.8658
"6487",2009-08-17,12.8658
"6488",2009-08-18,12.8766
"6489",2009-08-19,12.9963
"6490",2009-08-20,12.9555
"6491",2009-08-21,12.9159
"6492",2009-08-22,12.8733
"6493",2009-08-23,12.8733
"6494",2009-08-24,12.8733
"6495",2009-08-25,12.8227
"6496",2009-08-26,12.8274
"6497",2009-08-27,12.8975
"6498",2009-08-28,13.1378
"6499",2009-08-29,13.2462
"6500",2009-08-30,13.2462
"6501",2009-08-31,13.2462
"6502",2009-09-01,13.2579
"6503",2009-09-02,13.314
"6504",2009-09-03,13.5246
"6505",2009-09-04,13.6427
"6506",2009-09-05,13.5898
"6507",2009-09-06,13.5898
"6508",2009-09-07,13.5898
"6509",2009-09-08,13.4658
"6510",2009-09-09,13.3646
"6511",2009-09-10,13.2826
"6512",2009-09-11,13.3923
"6513",2009-09-12,13.4582
"6514",2009-09-13,13.4582
"6515",2009-09-14,13.4582
"6516",2009-09-15,13.3432
"6517",2009-09-16,13.3892
"6518",2009-09-17,13.3892
"6519",2009-09-18,13.3475
"6520",2009-09-19,13.23
"6521",2009-09-20,13.23
"6522",2009-09-21,13.23
"6523",2009-09-22,13.2413
"6524",2009-09-23,13.353
"6525",2009-09-24,13.3186
"6526",2009-09-25,13.3733
"6527",2009-09-26,13.4549
"6528",2009-09-27,13.4549
"6529",2009-09-28,13.4549
"6530",2009-09-29,13.5243
"6531",2009-09-30,13.5042
"6532",2009-10-01,13.5513
"6533",2009-10-02,13.4928
"6534",2009-10-03,13.6242
"6535",2009-10-04,13.6242
"6536",2009-10-05,13.6242
"6537",2009-10-06,13.6773
"6538",2009-10-07,13.655
"6539",2009-10-08,13.4943
"6540",2009-10-09,13.4673
"6541",2009-10-10,13.3227
"6542",2009-10-11,13.3227
"6543",2009-10-12,13.3227
"6544",2009-10-13,13.255
"6545",2009-10-14,13.2178
"6546",2009-10-15,13.1774
"6547",2009-10-16,13.0779
"6548",2009-10-17,13.0884
"6549",2009-10-18,13.0884
"6550",2009-10-19,13.0884
"6551",2009-10-20,13.1057
"6552",2009-10-21,13.084
"6553",2009-10-22,12.9407
"6554",2009-10-23,12.9196
"6555",2009-10-24,12.9495
"6556",2009-10-25,12.9495
"6557",2009-10-26,12.9495
"6558",2009-10-27,12.9798
"6559",2009-10-28,13.149
"6560",2009-10-29,13.2662
"6561",2009-10-30,13.2823
"6562",2009-10-31,13.0825
"6563",2009-11-01,13.0825
"6564",2009-11-02,13.0825
"6565",2009-11-03,13.0825
"6566",2009-11-04,13.1479
"6567",2009-11-05,13.2908
"6568",2009-11-06,13.2708
"6569",2009-11-07,13.343
"6570",2009-11-08,13.343
"6571",2009-11-09,13.343
"6572",2009-11-10,13.3758
"6573",2009-11-11,13.2996
"6574",2009-11-12,13.2308
"6575",2009-11-13,13.1622
"6576",2009-11-14,13.2061
"6577",2009-11-15,13.2061
"6578",2009-11-16,13.2061
"6579",2009-11-17,13.2061
"6580",2009-11-18,13.1012
"6581",2009-11-19,13.0875
"6582",2009-11-20,12.9818
"6583",2009-11-21,13.0502
"6584",2009-11-22,13.0502
"6585",2009-11-23,13.0502
"6586",2009-11-24,13.0895
"6587",2009-11-25,13.0151
"6588",2009-11-26,12.9305
"6589",2009-11-27,12.866
"6590",2009-11-28,12.9475
"6591",2009-11-29,12.9475
"6592",2009-11-30,12.9475
"6593",2009-12-01,12.9139
"6594",2009-12-02,12.9157
"6595",2009-12-03,12.8557
"6596",2009-12-04,12.8026
"6597",2009-12-05,12.6658
"6598",2009-12-06,12.6658
"6599",2009-12-07,12.6658
"6600",2009-12-08,12.5969
"6601",2009-12-09,12.6558
"6602",2009-12-10,12.8399
"6603",2009-12-11,12.9862
"6604",2009-12-12,12.9739
"6605",2009-12-13,12.9739
"6606",2009-12-14,12.9739
"6607",2009-12-15,12.9253
"6608",2009-12-16,12.8105
"6609",2009-12-17,12.7234
"6610",2009-12-18,12.698
"6611",2009-12-19,12.9331
"6612",2009-12-20,12.9331
"6613",2009-12-21,12.9331
"6614",2009-12-22,12.8979
"6615",2009-12-23,12.8121
"6616",2009-12-24,12.9449
"6617",2009-12-25,12.8896
"6618",2009-12-26,12.8896
"6619",2009-12-27,12.8896
"6620",2009-12-28,12.8896
"6621",2009-12-29,12.8793
"6622",2009-12-30,12.9288
"6623",2009-12-31,13.0587
"6624",2010-01-01,13.0437
"6625",2010-01-02,13.0437
"6626",2010-01-03,13.0437
"6627",2010-01-04,13.0437
"6628",2010-01-05,13.0659
"6629",2010-01-06,12.9226
"6630",2010-01-07,12.8241
"6631",2010-01-08,12.7489
"6632",2010-01-09,12.7646
"6633",2010-01-10,12.7646
"6634",2010-01-11,12.7646
"6635",2010-01-12,12.7243
"6636",2010-01-13,12.6692
"6637",2010-01-14,12.7291
"6638",2010-01-15,12.7698
"6639",2010-01-16,12.7364
"6640",2010-01-17,12.7364
"6641",2010-01-18,12.7364
"6642",2010-01-19,12.6884
"6643",2010-01-20,12.6664
"6644",2010-01-21,12.6478
"6645",2010-01-22,12.7388
"6646",2010-01-23,12.772
"6647",2010-01-24,12.772
"6648",2010-01-25,12.772
"6649",2010-01-26,12.9412
"6650",2010-01-27,12.9018
"6651",2010-01-28,12.8549
"6652",2010-01-29,12.9295
"6653",2010-01-30,12.9975
"6654",2010-01-31,12.9975
"6655",2010-02-01,12.9975
"6656",2010-02-02,12.9975
"6657",2010-02-03,13.0098
"6658",2010-02-04,12.8699
"6659",2010-02-05,12.9395
"6660",2010-02-06,13.0687
"6661",2010-02-07,13.0687
"6662",2010-02-08,13.0687
"6663",2010-02-09,13.1753
"6664",2010-02-10,13.164
"6665",2010-02-11,13.0836
"6666",2010-02-12,13.0601
"6667",2010-02-13,13.0609
"6668",2010-02-14,13.0609
"6669",2010-02-15,13.0609
"6670",2010-02-16,12.9764
"6671",2010-02-17,12.942
"6672",2010-02-18,12.8683
